kod,megnevezes,vtsz,idegen_nev1
1110670125500,Karbamid 46 % import  bigbag   500/1,3102109000,
1110670125000,Karbamid 46 % import  öml,3102109000,
1110670125010T,Karbamid 46 % import  zsákos 10/1,3102109000,
1110690125500,Karbamid 46 % import écs.  bigbag  500/1,3102109000,
1110690125000,Karbamid 46 % import ért.cs.  öml,3102109000,
1110690125050,Karbamid 46 % import ért.cs.  zsákos 50/1,3102109000,
1110629125900,Karbamid 46 % magyar ért.cs.  bigbag,3102109000,
2120100300001,KARIS 10 EC  1 l  (12x1 l),3808302700,
3112131701015T,Karmas kukorica  50 esz,1005101300,
3112130301015T,Karnevalis    kukorica  50 esz,1005101300,
8131020100099,Kártérítés,1,
3112131101012T,Kassius  kukorica  50 esz Force 20 CS,1005101300,
3112131100012T,Kassius kukorica  50 esz,1005101300,
2110006302005T,"KASUMIN 2L  0,05 l  (40x0,05 l)",3808208099,
2110006302025T,"KASUMIN 2L  0,25 l  (25x0,25 l)",3808208099,
2110006300001,KASUMIN 2L  1 l  (12x1 l) ,3808208099,
2130031022005,"KATANA  25 WG  0,05 kg (20x0,05 kg)",380810,
2130031022020,"KATANA  25 WG  0,2 kg ",380810,
2130035320001,KATANA  25 WG 1 kg  (6x1 kg),3808301100,
3112132200015T,Kathedralis kukorica   50 esz,1005101300,
2130043300010,KATOUN  GOLD   10 l  (2x10 l),3808302700,
5160100310300T,KEKKILA Tõzeg Brown 025 W 20CL 300 liter,2703000000,
5160100210300T,KEKKILA Tõzeg Brown 025 W 300 liter  ,2703000000,
5160100510100T,KEKKILA Tõzeg Brown 525 W 20CL 100 liter,2703000000,
5160100510300T,KEKKILA Tõzeg Brown 525 W 20CL 300 liter,2703000000,
5160100410030T,KEKKILA Tõzeg Brown 525 W 300 liter,2703000000,
5160100915300T,KEKKILA Tõzeg Brown 540 W 300 liter,2703000000,
5160105110270,KEKKILA Tõzeg DSM 3 W  25 D  270 liter (R7496),2703000000,
5160105110300T,KEKKILA Tõzeg DSM 3 W  25 D  300 liter ,2703000000,
5160104211270,KEKKILA Tõzeg DSM 3 W  270 liter  (R0634),2703000000,
5160104211300T,KEKKILA Tõzeg DSM 3 W 300 liter  (R0634),2703000000,
5160102110270,KEKKILA Tözeg OPM 025 W   270 liter  (R0332),2703000000,
5160102110300T,KEKKILA Tözeg OPM 025 W   300 liter,2703000000,
5160102110070,KEKKILA Tözeg OPM 025 W   70 liter,2703000000,
5160102610270,KEKKILA Tözeg OPM 025 W CL  270 liter  (R6050),2703000000,
5160102610300T,KEKKILA Tözeg OPM 025 W CL  300 liter,2703000000,
5160102210300T,KEKKILA Tözeg OPM 025 W Multipack R7013   300 l    ,2703000000,
5160103110270,KEKKILA Tözeg OPM 525 W   270 liter  (R7001),2703000000,
5160103110300T,KEKKILA Tözeg OPM 525 W   300 liter (R7001),2703000000,
5160103610270,KEKKILA Tözeg OPM 525 W CL  270 liter  (R6065),2703000000,
5160103610300T,KEKKILA Tözeg OPM 525 W CL  300 liter,2703000000,
5160100715300T,KEKKILA Tõzeg OPM 540 W R7001  300 liter,2703000000,
5160106215045,"KEKKILA Tõzeg Tray Subst.40/60 4,5 m3 nagy bála",2703000000,
5160106310100T,KEKKILA Tõzeg Tray Substrate 60/40 MB 100 liter,2703000000,
5160106215070,KEKKILA Tõzeg TSM 1 W  70 literes  (R6010),2703000000,
1194240120005,Kelát Fe 13 Top 5 kg,3105909999,
2130009800005,KELVIN 40 OD 5 l  (4x5 l),3808302300,
2130009910005,KELVIN 40 SC 5 l  (4x5 l),3808302300,
2130041100005,KELVIN ULTRA  5 l  (4x5 l),3808302300,
1130250210025T,Kemira Kálium-szulfát 50%  por zsákos 25/1,3104300099,
1192200200020,Ken-S Bór Plusz 20 l,3105909999,
1192200100020,Ken-S CinkBór 20 l,3105909999,
1192126100001,Kendal  1 l  (20x1l),3105909999,
1192126100005,Kendal  5 l  (4x5 l),3105909999,
1192126300010,Kendal  Root  10 l  (2x10 l),3105909999,
1192126200005,Kendal Nem  5 l (4x5 l ),3105909999,
1192120200001,Kendal TE 1 l (20x1 l) ,3105909999,
2110031600001,KENJA  1l  (10x1 l),3808208099,
2110020900020T,KÉNKOL 800 SC  20 l,3808922000,
8101050100020,Kenõ anyag költség,3431991,
2120701420010,KENTAUR 5 G  (Keverék) 10 kg,3808109000,
2120701420025,KENTAUR 5 G  25 kg  (40x25 kg),38085200,
3112131000015T,Kerberos kukorica  50 esz,1005101300,
1212060105000,"Kerti I. oldatmûtrágya N:6 P2O5:4 K:6 (S:2 Mg:0,2)  ",3105209000,
8107010200099,Késedelmi kamat ,65.22.10.0,
1191001625025T,Keserûsó 25 kg-os  (48x25 kg),28332100,
8105010111215,Készletre adott eloleg 15 %,1,
8105010111225,Készletre adott eloleg 25% ÁFA,1,
8105010111227,Készletre adott elõleg 27%,1,
2120026120012,KEVERÉK-BELEM  12 kg,3808*,
1193084120012,KEVERÉK-PANNON STARTER MEGA 12 KG,3105909999,
8102110428027,Keverékesség napraforgó,1206,
8102110423027,Keverékesség repce,1205,
1148100225900T,Kevert NPK  0:10:24+S  bigbag,3105600000,
1148100225050T,Kevert NPK  0:10:24+S  zsákos 50/1,3105600000,
1148100125050T,Kevert NPK  0:15:15  zsákos 50/1,3105600000,
1148115125900T,Kevert NPK  15:15:15+S  bigbag,3105201000,
1148115125050T,Kevert NPK  15:15:15+S  zsákos 50/1,3105201000,
1148102125900T,Kevert NPK  2:18:18+S  bigbag,3105201000,
8103030300101,Kezelési költség,65231,
8203410300099,Kezelési költség  (i),-,
8203410300027,Kezelési költség integrációs 27 % áfa,65.22,
3111221021040T,KH Hernád  õ.árpa  csávázott II. fok 40 kg,1003001000,
3111221121050T,KH Karpatia  õ.árpa  II. fok  csávázott   50 kg-os   (20x50 kg),1003001000,
3111220711000T,KH Korsó  õ.árpa  csávázott  I.fok bigbag,1003001000,
3111220721000,KH Korsó  õ.árpa  csávázott II.fok bigbag,1003001000,
3111220721050,KH Korsó  õ.árpa  II. fok  csávázott   50 kg-os   (20x50 kg),1003001000,
3111220921750T,KH Tas  õ.árpa  II. fok csávázott 750 kg-os,1003001000,
3111220921000,KH Tass  õ.árpa  csávázott II.fok bigbag  1000 kg/bb,1003001000,
3111220921040,KH Tass  õ.árpa II. fok  csávázott  40  kg-os  (25x40 kg),1003001000,
3111220821025,KH Viktor  õ.árpa  csávázott 25 kg,1003001000,
3111220821040,KH Viktor  õ.árpa  csávázott 40 kg,1003001000,
3111220821050,KH Viktor  õ.árpa  csávázott 50 kg,1003001000,
3111220821000,KH Viktor  õ.árpa  csávázott II.fok bigbag,1003001000,
8102015100020,Kiállási díj,63111,
2130038300005,KIDEKA  5 l  (4x5 l),3808301500,
2130714500015,KIDEKA Power  csom. ( 1x5 l Kideka+1x5 l  Zeagran +1x5 l Ikanos),1,
2130711000015,KIDEKA Power "N" csom. ( 1x5 l Kideka+1x5 l  Zeagran +1x5 l Narval),1,
2120023500005T,KILLER  10 EC  5 l Forg.: 2020. október 31-ig,3808109000,
2120024100001,KILLER 10 EC   1 l  (10x1 l),380810,
2120024100005,KILLER 10 EC   5 l  (4x5 l),380810,
2140004262015,"KILRAT rágcsálóirtó pép 0,15 kg (24x 0,15 kg)",3808901000,
3112130801012T,Kinemas kukorica   50 esz,1005101300,
3112130802012T,Kinemas kukorica   50 esz Force 20 CS,1005101300,
8104030200127,Kisérleti fejlesztés 50 eFt felett 27% Áfa,1,
3111400120025T,Kisvárdai -1 /Varda/  rozs 25/1,1002000000,
3111400120060T,Kisvárdai -1 /Varda/  rozs 60/1,1002000000,
3111320221050T,Kitaro  triticale csávázott,10086010,
3111320220050T,Kitaro  triticale nem csávázott,10086010,
3111320220500T,Kitaro  triticale nem csávázott  bigbag /500 kg/,10086010,
1110420725600T,KITE AMOSULFAN  20N+24S BB   600/1,3102210000,
1140316325600T,KITE komplex   16:16:16  600/1 bigbag ,3105201000,
1140316325000T,KITE komplex   16:16:16  önlesztett,3105201000,
1140316325700T,KITE komplex   16:27:7   bigbag,3105201000,
1140320325050T,KITE komplex   22:14:7  50/1,3105201000,
1140304125900T,KITE komplex   4:20:20  big-bag ,3105201000,
1140306525700T,KITE komplex   6:12:24  700/1  bigbag,3105201000,
1140306325600T,KITE komplex   6:26:30+me  600/1  big-bag  ,3105201000,
1140307325500T,KITE komplex   7:20:28+me  zsákos bigbag,3105201000,
1140308125000,KITE komplex   8:15:15   öml.,3105201000,
1140308125050,KITE komplex   8:15:15 zsákos  50/1,3105201000,
1140308225900T,KITE komplex   8:20:30  bigbag,3105201000,
1140308225000,KITE komplex   8:20:30  ömlesztett,3105201000,
1140308625900T,KITE komplex   8:24:24  bigbag,3105201000,
1140315325500T,KITE komplex  15:15:15 értékcsökkent  bigbag 500/1 ,3105201000,
1140315325000T,KITE komplex  15:15:15 értékcsökkent  öml. ,3105201000,
1140315325550T,KITE komplex  15:15:15 értékcsökkent  zsákos 50/1 ,3105201000,
1140315225500T,KITE Komplex  NP 0:10:25  bigbag 500/1 écs.,3105510000,
3112130501020T,Kladdus kukorica  50 esz,1005101300,
3112130505020T,Kladdus kukorica  50 esz Poncho Pro,1005101300,
3113103701010T,Klarika HO CL CS  (150 esz) napraforgó,1206001000,
2120024500001,KLARTAN  24 EW   1 l  (12x1 l),3,
2120024500005,KLARTAN  24 EW   5 l  (4x5 l),3,
5160140114035,"KLASMANN Tõzeg TS Blocking Substrate 3,5 m3 nagy bála",2703000000,
3112187300015T,Klassiks kukorica  50 esz,1005101300,
2130040500001,KLOP  30 SL  1 l  (12x1 l),3808301300,
2110013823018T,"KOCIDE 2000 0,018 kg  (25x0,018 kg)",380820,
2110013822018T,"KOCIDE 2000 0,18 kg  (40x0,18 kg)",380820,
2110013820010T,KOCIDE 2000 10 kg,380820,
2110013820005T,KOCIDE 2000 5 kg (1x5 kg),380820,
3113212312012T,Kodiak õ.repce (TMTD) 1.500.000 csíra/zsák,1205101000,
2110016902005T,"KOHINOR 200 SL  0,05l ",3808109000,
2120012100001T,KOHINOR 200 SL  1 l (12x1 l),3808109000,
8107010300099,Kölcsönkamat,65231,
3121690110000,Köles   termény,1008200000,
8103040100199,Költségként elszámolt adók,1,
3111520120030T,Komes tavaszi zab 30/1 csávázatlan,1004000000,
1140673225500T,Komplex   6:18:34  orosz   bigbag  500/1,3105201000,
1140973325050T,Komplex   8:24:24  litván 50/1,3105201000,
1140973325000T,Komplex   8:24:24  ukrán ömlesztett ,3105201000,
1140973325900T,Komplex   8:24:24 horvát bigbag ,3105201000,
1140973325850T,Komplex   8:24:24+4S  ukrán zsákos 50/1 ,3105201000,
1140974225700T,Komplex   9:25:25  bigbag 700/1,3105201000,
1140974225000T,Komplex   9:25:25  orosz öml,3105201000,
1140670920050T,"Komplex   NPK 15:5:18  2,5 MgO+10S+B+Zn  Gran. 50 kg-os (24x50 kg)",3105201000,
1140950325700T,Komplex  10:15:15     (DUSLO)     700/1,3105201000,
1140950325050T,Komplex  10:15:15     (DUSLO)     zsákos 50/1,3105201000,
1140987125050,Komplex  10:26:26 (belorusz)  50/1,3105201000,
1140987125500,Komplex  10:26:26 (belorusz) bigbag  500/1,3105201000,
1140987125600,Komplex  10:26:26 (belorusz) bigbag  600/1,3105201000,
1140987125700,Komplex  10:26:26 (belorusz) bigbag  700/1,3105201000,
1140971825600,Komplex  10:26:26 bigbag  600/1 écs,3105510000,
1140971125600,Komplex  15:15:15 (horvát) bigbag  600/1,3105201000,
1140971125700,Komplex  15:15:15 (horvát) bigbag  700/1,3105201000,
1140971125000,Komplex  15:15:15 (horvát) KUTINA ömlesztett/lose,3105201000,
1140971120010,Komplex  15:15:15 (horvát) zsákos 10 kg (100x10 kg),3105201000,
1140971125025,"Komplex  15:15:15 (horvát) zsákos 25/1  (1,25to/rakl.)",3105201000,
1140971120005,Komplex  15:15:15 (horvát) zsákos 5 kg (200x5 kg),3105201000,
1140971125050,Komplex  15:15:15 (horvát) zsákos 50 kg-os  (20x50 kg),3105201000,
1140970120010,Komplex  15:15:15 (osztrák)  10kg-os (100x10 kg),3105201000,
1140970125700,Komplex  15:15:15 (osztrák)  bigbag,3105201000,
1140970120005,Komplex  15:15:15 (osztrák) 5kg-os,3105201000,
1140970125000,Komplex  15:15:15 (osztrák) öml,3105201000,
1140970125050,Komplex  15:15:15 (osztrák) zsákos 50/1,3105201000,
1140972225600T,Komplex  15:15:15 (román) bigbag  600/1,3105201000,
1140972225000T,Komplex  15:15:15 (román) ömlesztett,3105201000,
1140972220010T,Komplex  15:15:15 (román) zsákos 10/1,3105201000,
1140972220005T,Komplex  15:15:15 (román) zsákos 5/1,3105201000,
1140972225050T,Komplex  15:15:15 (román) zsákos 50 kg-os  (24x50 kg),3105201000,
1140975125050,Komplex  15:15:15 import (Marokkó) 50 kg-os (20x50 kg),3105201000,
1140975125900,Komplex  15:15:15 import (Marokkó) bigbag,3105201000,
1140975125000,Komplex  15:15:15 import (Marokkó) öml,3105201000,
1140974120010,Komplex  15:15:15 orosz  zsákos 10 kg-os (100x10 kg),3105201000,
1140974120005,Komplex  15:15:15 orosz  zsákos 5 kg-os (200x5 kg),3105201000,
1140974125050,Komplex  15:15:15 orosz  zsákos 50/1,3105201000,
1140974125500,Komplex  15:15:15 orosz bigbag  500/1,3105201000,
1140974125600,Komplex  15:15:15 orosz bigbag  600/1,3105201000,
1140974125700,Komplex  15:15:15 orosz bigbag  700/1,3105201000,
1140974125800,Komplex  15:15:15 orosz bigbag  800/1,3105201000,
1140974125000,Komplex  15:15:15 orosz öml.,3105201000,
1140950125010T,Komplex  15:15:15+2 MgO+4 CaO (DUSLO) 10/1 zsákos,3105201000,
1140950125025T,Komplex  15:15:15+2 MgO+4 CaO (DUSLO) 25/1 zsákos,3105201000,
1140950125050T,Komplex  15:15:15+2 MgO+4 CaO (DUSLO) 50/1 zsákos,3105201000,
1140950125000T,Komplex  15:15:15+2 MgO+4 CaO (DUSLO) öml/lose,3105201000,
1140950125500T,Komplex  15:15:15+2 MgO+4 CaO (Lengyel) bigbag  500/1,31052010,
1140972125900T,Komplex  16:16:16 (román)  bigbag,3105201000,
1140972125050T,Komplex  16:16:16 (román) zsákos 50/1,3105201000,
1140973125900T,Komplex  16:16:16 (ukrán) bigbag,3105201000,
1140973125000T,Komplex  16:16:16 (ukrán) öml.,3105201000,
1140973125050T,Komplex  16:16:16 (ukrán) zsákos 50/1,3105201000,
1140972025000,Komplex  16:16:16 öml. écs,3105201000,
1140974325045T,Komplex  16:16:16 orosz zsákos 45/1,3105201000,
1140970225000T,Komplex  18:28:0   (osztrák)    öml,3105510000,
1140970220010T,Komplex  18:28:0   (osztrák)  10kg-os,3105510000,
1140970225050T,Komplex  18:28:0   (osztrák)  zsákos 50/1,3105510000,
1140972325900,Komplex  20:20:0 imp. bigbag,3105511000,
1140970325000T,Komplex  28:6:0 (osztrák)  ömlesztett,3105510000,
1140960125050T,"Komplex  3,5:7:25  lengyel zsákos 50/1",3105201000,
1140960125900T,"Komplex  3,5:7:25  lengyel zsákos bigbag",3105201000,
1140960225900T,Komplex  4:12:12  lengyel bigbag,3105201000,
1140971225050T,Komplex  6:12:20 (horvát)  50 kg-os  (20x50 kg),3105201000,
1140971225000T,Komplex  6:12:20 (horvát)  ömlesztett,3105201000,
1140983125600,Komplex  8:15:15 bigbag  600/1,3105201000,
1140973525050T,Komplex  8:19:29  ukrán  50/1 zsákos,3105201000,
1140973525900T,Komplex  8:19:29+3S  (belorusz)  bigbag,3105201000,
1140963125500,Komplex  8:20:30+2S bigbag  500/1,3105,
1140963125600,Komplex  8:20:30+2S bigbag  600/1,3105,
1140961125050T,Komplex  8:20:30+S  50/1 zsákos ,3105201000,
1140963125700,Komplex  8:20:30+S bigbag  700/1,3105,
1140963125000,Komplex  8:20:30+S import öml.,3105201000,
1140970225600,"Komplex  8:24:8+10S+0,2Cu   (osztrák) bigbag  600/1",3105510000,
1140970325900T,Komplex  NP 28:6 osztrák bigbag,3105510000,
1140977125500,Komplex 10:26:26 + 2S import (orosz) bigbag  500/1,3105201000,
1140977125900,Komplex 10:26:26 + 2S import (orosz) bigbag 600/1,3105201000,
1140977125700,Komplex 10:26:26 + 2S import (orosz) bigbag 700/1,3105201000,
1140977125000,Komplex 10:26:26 + 2S import (orosz) öml.,3105201000,
1140975225700,Komplex 10:26:26 Marokkó bigbag 700 kg-os,3105201000,
1140975225000,Komplex 10:26:26 Marokkó öml,3105201000,
1140975225050,Komplex 10:26:26 Marokkó zsákos 50/1 (20x50 kg) ,3105201000,
1140971925600,Komplex 12:24:12 bigbag  600/1 écs,3105510000,
1140965125500,Komplex 16:16:16 import (Yara) bigbag  500/1,3105201000,
1140963325000,Komplex 7:12:32+S import öml.,3105201000,
1140963225050,Komplex 7:20:30 50 kg-os,3105201000,
1140963225900,"Komplex 7:20:30+3S+0,015 Zn   bigbag",3105201000,
2110130900010,Komplex Kénesbór 10 l,3105909999,
1140976225900T,Komplex POLIFOSKA 10 NPKS 10:24:24+9S bigbag ,3105201000,
1140976325050,Komplex POLIFOSKA 6 NPKS 6:20:30+7S  50 kg-os  (24x50 kg),3105201000,
1140976325900,Komplex POLIFOSKA 6 NPKS 6:20:30+7S bigbag ,3105201000,
1140976125050,Komplex POLIFOSKA 8 NPKS 8:24:24+9S   50 kg-os (24x50 kg),3105201000,
1140976125500,Komplex POLIFOSKA 8 NPKS 8:24:24+9S bigbag  500 kg-os,3105201000,
1140976125000,Komplex POLIFOSKA 8 NPKS 8:24:24+9S ömlesztett ,3105201000,
1140976425500,"Komplex POLIFOSKA TYTAN NPKS 6:25:25:5+0,5Fe+0,05 %Zn   500/1 bb ",3105201000,
3112132100015,Konfites kukorica   50 esz,1005101300,
3112132101015T,Konfites kukorica   50 esz+ Poncho,1005101300,
2110015022005T,"KONI WG 0,05 kg (biológiai)  lásd.  Öko-ni !!",380820,
2110006600005T,KONKER  5 l  (4x5 lit),3808208099,
3112132000015T,Konsens kukorica  50 esz Korit,1005101300,
8102110210025,Könyvelés,741220,
8102110300020,Könyvvizsgálat,741211,
2120023100001,KORADO 10 CS 1 l (10x1 l ),3808101000,
3112131201020T,Koral kukorica  50 esz,1005101300,
3112131202015T,Koral kukorica  50 esz + Force Cs,1005101300,
3112131404015T,Korimbos kukorica  50 esz ,1005101300,
2120706100025,KORIT 420 FS  25 l  (1x25 l)  csávázó szer,3808302700,
3112131301020T,Kornelius kukorica  50 esz,1005101300,
3112131304020T,Kornelius kukorica  70 esz Poncho,1005101300,
3161900120000,Korpa ömlesztett,2302301000,
2130047100005,KORVETTO 5 l (4x5 l),3808208099,
3114103300025,Korvin étkezési borsó vetõmag   (25 kg),0713101000,
3112132301015T,Korvinus kukorica  50 esz ,1005101300,
8103010200001,Kötelezo gépjármu biztosítás,660310,
3112142001015T,Koxx kukorica   50 esz  ,1005101300,
3112142003020T,Koxx kukorica   70 esz  Cruiser,1005101300,
8102110410020,Közraktározási költségek 20 % Áfa,51.11.1,
8202010100220,Közúti szállítás beszerzéshez,60242,
8202010100200,Közúti szállítás exportra,60242,
8102010100220,Közúti szállítás költsége,60242,
8102012100227,Közvetített közúti száll. költségek,60242,
8102060100025,Közvetített mg-i bérmunka ,1411,
8102110430025,Közvetített szolgáltatás/kukorica betakarítás,51.11.1,
8102110601027,Közvetítõi szolgáltatás,5121,
8202110771025,"Közvilágítás, villamoshálózat kiépítés ",*,
3112130900012T,Krabas kukorica   50 esz,1005101300,
3112130901012T,Krabas kukorica   50 esz Force 20 CS,1005101300,
3112130704017T,Krabas kukorica   50 esz Poncho,1005101300,
3112130701025T,Krabas kukorica 50 esz Poncho Pro,1005101300,
3112130700019T,Krassus kukorica   50 esz,1005101300,
3112130701018T,Krassus kukorica   50 esz Force-al csávázott,1005101300,
3112130701020T,Krassus kukorica   70 esz,1005101300,
3112130701019T,Krassus kukorica   Ponco 50 esz,1005101300,
3114202010025T,Krima lucerna I.fok nem csávázott 25/1,1209210000,
2192002221025,"KUDOS 10%  WG  2,5 kg",3808101000,
2130713600009,KUKORICA ECO (Pantani 4 OD 5 l+ Overdose 3 l+Gondor 1 l)  5 ha,3808*,
2130717200015,KUKORICA ECO EFFECT 4 ha (Nicosh 4SC 5 l+Cash 480 SL 2x1 l+Effect3x1 + 1x5 l),3808109000,
2130721000008,KUKORICA ECO Max  4 ha (Nicosh 4 SC  5 l +Cash 480 SL 2x1 l+Drop-Air 1 l),3808109000,
2130718300025,KUKORICA ECO Nufarm cs.10ha(2x5 Dicopur Top+2x5 Ikanos+x5 Kideka),1,
2130707600010,KUKORICA ECO Plus csom. (Nicosh 4 SC  5 l +(Di)Cash 480 SL 2x1 l),3808109000,
2130722000015,KUKORICA FLEX Mini csom. 4 ha (2x5 l Terbyne Combi+5 l Barracuda),3808*,
8101510100112,Különféle egyéb anyag 12% ÁFA,1,
8101510100120,Különféle egyéb anyag 27%Áfa,1,
8102120300020,Kulturális költségek,1,
2110006710001,KUMULUS S  1 kg  (10x1 kg),3808201500,
2110006710025,KUMULUS S 25 kg,3808201500,
3181100181005,"Kun kenyér 0,5 kg-os",1001909100,
3181100180001,Kun kenyér 1 kg-os,1001909100,
3181104181005,"Kun kenyér hagymás 0,5 kg",1001909100,
3181104180001,Kun kenyér hagymás 1 kg,1001909100,
3181102181005,"Kun kenyér korpás 0,5 kg",1001909100,
3181102180001,Kun kenyér korpás 1 kg,1001909100,
2110007022003,"KUPFER FUSILAN WG  0,03 kg  18x (15x0,03 kg)",3808208099,
2110007021001,"KUPFER FUSILAN WG  0,1 kg  (20x0,1 kg)",3808208099,
2110007020001,KUPFER FUSILAN WG  1 kg  (10x1 kg),38089210,
2110007020010,KUPFER FUSILAN WG  10 kg,38089210,
2110201400001,KUSABI  1 l  (12x1 l) gombaölõ,3808208099,
3112133500012,KWS 2370 kukorica   50 esz (Maxim XL),1005101300,
3112133501012T,KWS 2370 kukorica   50 esz+ Poncho,1005101300,
3112133401015T,KWS 2376 kukorica   50 esz + Poncho,1005101300,
3112133700015T,KWS 2482 kukorica   50 esz  Korit,1005101300,
3112133500013,KWS 2482 kukorica   50 esz (Maxim XL),1005101300,
3112133801015,KWS 4484 kukorica 50 esz (Maxim+Wuxal Terios z),1005101300,
3112133801012,KWS 4484 kukorica 50 esz (Maxim+Wuxal Terios z+Force),1005101300,
3112133801016,KWS 4484 kukorica 50 esz (RedigoM),1005101300,
3112133801011,KWS 4484 kukorica 50 esz (RedigoM+Protinus),1005101300,
3112133200012T,KWS 9361 kukorica  50 esz,1005101300,
3113120301015,KWS Acer CL (150 esz) napraforgó (Apron XL),1206001000,
3113120302015T,KWS Acer CL (150 esz) napraforgó+Cruiser,1206001000,
3113121100015,KWS Achilles  CLP (150 esz) napraforgó,1206001000,
3112133100011,KWS Akustika kukorica 50  esz. (Initio),1005101500,
3112133100012,KWS Bellavista kukorica 50 esz. ,1005101500,
3112250601025T,KWS Bulldozer silócirok vetõmag 250 esz,1007001000,
3112250607025T,KWS Bulldozer silócirok vetõmag 250 esz Concep III ,1007001000,
3111235120950T,KWS Clarica  õ.árpa  csávázott II.fok bigbag  nem fémzárolt,1003001000,
3111235121000T,KWS Clarica õ. árpa II.fok csávázott bigbag,1003001000,
3112133400012T,KWS Durango kukorica 50 esz (Initio),1005101300,
3112250801025,KWS Freya cirok vetõmag,1007001000,
3112251100025,KWS Hannibal silócirok vetõmag 250 esz,1007001000,
3115400101003,"KWS Helenika cukorrépa vetõmag, drazsírozott 100000 szem/unit",3808302700,
3113120900015,KWS Hysun 202 CL (150 esz) napraforgó ,1206001000,
3113100601015T,KWS Hysun 231 HO CL  PR (150 e. szem)  napraforgó,1206001000,
3113100501010T,KWS Hysun 321 PR (150 e. szem)  napraforgó,1206001000,
3113120901015,KWS Hysun napraforgó 150 esz Force 20 CS,1005101300,
3112133801017,KWS Kashmir kukor. 50 e.sz. csávázott,1005101300,
3112133100014,KWS Kenobis kukorica 50  esz. (Initio),1005101500,
3113120202015T,KWS Naitilus CL (150 esz) napraforgó + Cruiser,1206001000,
3113120201015T,KWS Nautilus CL (150 esz) napraforgó,1206001000,
3112133100013,KWS Ricardo kukorica 50  esz. (Initio),1005101500,
3111235221900T,KWS Scala õszi árpa csávázott bigbag  1000 kg-os,1003001000,
