kod,megnevezes,vtsz,idegen_nev1
1140750125050T,DC  NPK 0:10:24+6 S  50 kg  (20x50 kg),3105609000,
1140750225000T,DC  NPK 0:12:20  ömlesztett,3105609000,
1140750225050T,DC  NPK 0:12:20  zsákos 50/1,3105609000,
1140771525050T,DC 28 NPK 14:7:7+17S zsákos 50/1,3105201000,
1140756325900T,DC 33 NPK 6:9:18+4S bigbag,3105201000,
1140756325000T,DC 33 NPK 6:9:18+4S öml.,3105201000,
1140756325050T,DC 33 NPK 6:9:18+4S zs 50/1,3105201000,
1140756425050T,"DC 34 NPK 8:8:18+12S+0,2B+3MgO+0,1Zn zsákos 50/1",3105201000,
1140750625850T,"DC 44 Spec. NPK 0:10:30+3 MgO+0,2B+11S 50/1 palettás",3105609000,
1140750525850T,"DC FIT NPK 0:10:30+0,1B+11S 50/1 palettás (21x50)",3105609000,
1140771125010,DC Frucht NPK 12:5:15 +18%S 10 kg (100x10 kg),3105201000,
1140771125005,DC Frucht NPK 12:5:15 +18%S 5 kg (200x5 kg),3105201000,
1140771125000,DC Frucht NPK 12:5:15 +18%S ömlesztett,3105201000,
1140771125850,DC Frucht NPK 12:5:15+18%S 50 kg (21x50) palettás,3105201000,
1140757125850T,DC Mandarine NPK 7:14:21+12S 50/1 (21x50) palettás,3105201000,
1140775225900T,DC NEU NPS 20:5+13S bigbag ,3105201000,
1140775225850T,DC NEU NPS 20:5+13S zsákos 50/1,3105201000,
1140771425900T,DC NPK 12:12:12+12S bigbag,3105201000,
1140771425000T,DC NPK 12:12:12+12S ömlesztett,3105201000,
1140771425050T,DC NPK 12:12:12+12S zsákos 50/1,3105201000,
1140771325900T,DC NPK 15:15:10 +7S+7CaO+1MgO bigbag,3105201000,
1140771325850T,DC NPK 15:15:10 +7S+7CaO+1MgO zsákos 50/1 palettás,3105201000,
1140771725900T,DC NPK 15:5:5+17S bigbag,3105201000,
1140771725000T,DC NPK 15:5:5+17S ömlesztett,3105201000,
1140771725050T,DC NPK 15:5:5+18S zsákos 50/1,3105201000,
1140771825050T,DC NPK 16:6:6+18S zsákos 50/1,3105201000,
1140775125050T,DC NPK 20:8:5+12S zsákos 50/1,3105201000,
1140754125005T,DC NPK 4:20:20+4%S  5/1 zsákos,3105201000,
1140754125500T,DC NPK 4:20:20+5%S   bigbag 500/1,3105201000,
1140754125010T,DC NPK 4:20:20+5%S  10/1 zsákos,3105201000,
1140754125850T,DC NPK 4:20:20+5%S  50/1 zsákos (21x50) palettás,3105201000,
1140754125000T,DC NPK 4:20:20+5%S  ömlesztett,3105201000,
1140756125850T,DC NPK 6:12:24 +8%S 50 kg  pal. (21x50 kg),3105201000,
1140756125900T,DC NPK 6:12:24 +8%S bigbag,3105201000,
1140756125000T,DC NPK 6:12:24 +8%S ömlesztett,3105201000,
1140756225850T,"DC NPK Borstart 6:10:16 +10S+0,1B  50/1 palettás",3105201000,
1140756225900T,"DC NPK Borstart 6:10:16 +10S+0,1B bigbag",3105201000,
1140756225000T,"DC NPK Borstart 6:10:16 +10S+0,1B ömlesztett",3105201000,
1140771925050T,"DC ROT NPK 10:8:20+15S+0,1B 50/1 palettás",3105201000,
1140771925000T,"DC ROT NPK 10:8:20+15S+0,1B ömlesztett",3105201000,
1140750425850T,"DC Rübe NPK 0:10:30+0,2B+6%S  50/1 palettás",3105609000,
1140750425900T,"DC Rübe NPK 0:10:30+0,2B+6%S bigbag  ",3105609000,
1120270125700,DC Szuperfoszfát 18 % + 12 S bigbag  700/1,3103109000,
1120270125050,DC Szuperfoszfát 18 % + 12 S bigbag 50 kg-os  (20x50 kg),3103109000,
1120270125000,DC Szuperfoszfát 18 % + 12 S öml,3103109000,
1120150115000T,DC Szuperfoszfát 18 % por ömlesztett,3103109000,
1120150125700,"DC Szuperfoszfát 18,5%+ 10S bb 700/1",3103110000,
1120350120010,"DC Szuperfoszfát 20,5 %+12S gran.  10 kg  (100x10 kg)",3103110000,
1120350125700,"DC Szuperfoszfát 20,5 %+12S gran.  bigbag  700/1",3103109000,
1120350120005,"DC Szuperfoszfát 20,5 %+12S gran. 5 kg  (200x5 kg)",3103110000,
1120350125050,"DC Szuperfoszfát 20,5 %+12S granulált   50 kg-os  (20x50 kg)",3103109000,
1120350125000,"DC Szuperfoszfát 20,5 %+12S granulált  öml",31031900,
1140750725850T,"DC Tabak 0:5:30 +8S + 3 MgO + 0,1 B  50/1 palettás",3105609000,
1140771625900T,DC TOP NP 15:5:0+20S bigbag,3105201000,
1140771625000T,DC TOP NP 15:5:0+20S ömlesztett,3105201000,
1140771625050T,DC TOP NP 15:5:0+20S zsákos 50/1,3105201000,
1140758125850T,"DC Vital NPK 6:8:20+18S+0,1B zsákos 50/1",3105201000,
1140750320010T,DC36 NPK 0:18:18  10kg-os,3105609000,
1140750325900T,DC36 NPK 0:18:18  bigbag,3105609000,
1140750325000T,DC36 NPK 0:18:18  ömlesztett,3105609000,
1140771225900T,DC37 NPK 12:10:15+12S  big-bag,3105201000,
1140771225000T,DC37 NPK 12:10:15+12S  öml,3105201000,
1140771225850T,DC37 NPK 12:10:15+12S zsákos 50/1 palettás,3105201000,
2120100100001,"DECA  2,5 EC  1 l (12x1 l)",3808203000,
2120100100005,"DECA  2,5 EC  5 l (4x5 l)",3808203000,
2192000500010,DeccoShield 10 l,3105909999,
2120002902005,"DECIS   0,05 l  (40 x 0,05 l)",3808101000,
2120002902015,"DECIS   5x0,003  l  (20x 5x0,003 l) ampulla",3808101000,
2120012401001,"DECIS MEGA 50 EW  0,01 l   (30x0,01l)",3808101000,
2120012400001,DECIS MEGA 50 EW  1 l  (12x1 l),3808101000,
2120012400005,DECIS MEGA 50 EW  5 l  (4x5 l),3808101000,
2120733121009,"DEGESCH MAGTOXIN 0,9 kg (22x0,9 kg) golyó gázosító szer",3808*,
2120733120001,DEGESCH MAGTOXIN 1 kg (22x1 kg) gázosító szer,3808*,
2110003821002,"DELAN 700 WG  0,02 kg  (100x0,02 kg) levél",3808208099,
2110003820001,DELAN 700 WG  1 kg  (10x1 kg),3808208099,
2110003820010,DELAN 700 WG  10 kg,3808208099,
2110003822005,DELAN 700 WG  50 gr.     70 db/krt.,3808208099,
2110028100005,DELAN PRO  5 l  (4x5 l) gombaölõ,3808208099,
2113101400005,DELARO  5 l  (4x5 l),3808208099,
2120023921025,"DELEGATE 0,25 kg (20x0,25 kg)",3808301100,
2120710210001T,DELICIA CSIGAÖLO SZER 1 kg,3808103000,
2120025401001,"DELTAM EW  100ml ( 10x0,1 l)",3808101000,
2120025403005,DELTAM EW  2x5ml ( 30x2x5ml ),3808101000,
2120025402003,DELTAM EW  30ml ( 28x30 ml ),3808101000,
2193000200000,DELTASTOP CP ALMAMOLY CSAPDA,38089990,
2120024800001,DELTOP 050 CS  1 l  (12x1 l),3808109000,
3112196500022,Dessert 70 CS kukorica  100 e szem,1206001000,
3112196600022,Dessert 73 CS kukorica  100 e szem,1005101300,
2130028500010T,DESSICASH 20 SL  10 l ,3808302700,
2130716100011T,DESSICASH 20 SL  2x5 l + DROP-AIR  1 l   Forg.:2019.szept 4-ig,38085200,
2130028500005,DESSICASH 20 SL  5 l  (4x5 l) ,38085200,
82983,Detk 15 típusú szippantó,87059090,
2130003301002,"DEVRINOL 45 F  0,2 l  (24x0,2 l) Forg.:2018.Június 30.-ig",3808301500,
2130003300001T,DEVRINOL 45 F  1 l  (12x1 l) Forg.:2018.Június 30.-ig,3808301500,
2130003300005,DEVRINOL 45 F  5 l  (4x5 l)  04.01.-06.30.,3808301500,
2130003300020T,DEVRINOL 45 F 20 l  (1x20 l) Forg.:2018.Június 30.-ig,3808301500,
2130003400001,DEZORMON  1 l  (12x1 l),3808301100,
2130003400005,DEZORMON  5 l  (4x5 l),3808301100,
3113101701012T,Diabolo PR  (150 esz) napraforgó,1206001000,
3113101701008T,Diabolo PR  (75 esz) napraforgó,1206001000,
2110020040001T,DIADEM Q 1 l  (10x1 l) (Rally) Forgalmazható:2019.dec.27.-ig,3808302700,
2120701321003T,"DIAZINON 5 G  0,3 kg  (50x0,3 kg)",3808104000,
2120701320025T,DIAZINON 5 G  25 kg,3808104000,
2120700700001T,DIAZOL 60 EC  1 l,3808104000,
2130001000001,DICASH 480 SL  1 l  (12x1 l),3808301300,
2130001000005,DICASH 480 SL  5 l  (4x5 l),3808301300,
2130001300001,DICAVEL SL 1 l  (12x1 l),3808301100,
2130001300005,DICAVEL SL 5 l  (4x5 l) gyomirtó,3808302700,
2130004102002,"DICOPHAR  0,02 l  (70x0,02 l)",3808302700,
2130004101001,"DICOPHAR  0,1 l  (40x0,1 l)",3808302700,
2130004101005,"DICOPHAR  0,5 l (18x0,5 l)",3808302700,
2130004100005,DICOPHAR  5 l (4x5 l),3808104000,
2130030300005,DICOPUR TOP 5 l  (4x5 l),3808302700,
2110003911001,DIFCOR 250 EC   1 l  (12x1 l),3808208099,
2110003911005,DIFCOR 250 EC   5 l  (4x5 l),3808208099,
2117101100001,DIFENO 3 FS  1 l (12x1 l) csávázószer,380830,
2117101100020,DIFENO 3 FS  20 l (1x20 l) csávázószer,380830,
2130040600005,DIFLANIL 500 SC  5 l  (4x5 l)  gyomirtó,3808302700,
2130040600001,DIFLANIL 500 SC 1 l (12x1 l),3808205000,
2110200100001,DIFO 25 EC 1 l (12x1 l),3808205000,
2115102500005,DIFOL 400  5 l (4x5 l),3808205000,
2130003500001,DIKAMIN 720 WSC  1 l  (12x1 l),3808301100,
2130003500010,DIKAMIN 720 WSC  10 l  (2x10 l),3808301100,
2130003500020,DIKAMIN 720 WSC  20 l  (1x20 l),3808301100,
2130003500005,DIKAMIN 720 WSC  5 l  (4x5 l),3808301100,
2120003212001,"DIMILIN 25 WP  0,01 kg  12x(25x0,01 kg)",3808109000,
2120003211005,"DIMILIN 25 WP  0,5 kg  (10x0,5 kg)",3808109000,
2120003210005,DIMILIN 25 WP  5 kg  (1x5 kg),3808109000,
2130042700005,DINGO  5 l  (4x5 l),3808302700,
2130714641149,"DINIRO GOLD csom. 5 ha (Diniro 2,4 kg + Successor TX  2x5 l + Trend 1 l) ",3808302700,
2130714641150,"DINIRO GOLD csom. 5 ha (Diniro 2,4 kg + Successor TX  2x5 l + Trend 2 l) ",3808302700,
2130714641124,"DINIRO GOLD csom. 5 ha (Diniro 2,4 kg + Successor TX  2x5 l) ",3808302700,
2130712041149T,"DINIRO GOLD csom. 5 ha (Diniro 2,4 kg+Successor T 10 l+SuperSpray 2,5 l) ",3808302700,
1192213321008,"DIO FeDP 7 %  VASKELÁT  0,8 kg",3105909999,
1192213320002,DIO FeDP 7 %  VASKELÁT  2 kg,29212100,
1192213320025,DIO FeDP 7 %  VASKELÁT  25 kg  (1x25 kg),3105909999,
1192213320004,DIO FeDP 7 %  VASKELÁT  4 kg,3105909999,
1192213410025,DIO Mikromix  25 kg,3105909999,
2110028320005,DIONYS 80 WG  5 kg  (4x5 kg),3808208001,
2120003312002,"DIPEL DF  0,02 kg  (15x0,02 kg)",3808109000,
2120020621005,"DIPEL DF  0,5 kg  (24x0,5 kg)",3808109000,
2120020620010,DIPEL DF  10 kg vödör,3808109000,
2120020620005,DIPEL DF  5 kg vödör,3808109000,
2120003311005,"DIPEL WP  0,5 kg  (18x0,5 kg)",3808109000,
2120003310010T,DIPEL WP  10 kg,3808109000,
2190001912004T,"DIRIGOL N  0,24 kg  (6x0,040 kg)",380890,
3111320421050T,Disco  triticale csávázott II.fok,10086010,
3111320420050T,Disco  triticale nem csávázott ,10086010,
3111320420000T,Disco  triticale nem csávázott bigbag  /800 kg/,10086010,
2110015520025T,DISCUS&POLYRAM CSOMAG /Polyram 25 kg (2x25 kg),3808208099,
2110017610000T,"DISCUS+DELÁN CSOMAG 0,2 kg+0,35 kg",3808208099,
2110018410000T,"DISCUS+DELÁN+CLARINET 2x(0,2 kg+0,35 kg)+1 lit",3808208099,
2110004120010,DITHANE DG Neo Tec 10 kg  (1x10 kg),3808203000,
2110004120020,DITHANE DG Neo Tec 20 kg  (1x20 kg),3808203000,
2110004012025T,"DITHANE M-45  0,25 kg  (20x0,25 kg)",3808203000,
2110004011005T,"DITHANE M-45  0,5 kg  (10x0,5 kg)",3808203000,
2110004010025,DITHANE M-45  25 kg  (1x25 kg),3808203000,
2110004010005,DITHANE M-45  5 kg  (4x5 kg),3808203000,
2110004012002T,"DITHANE M-45 0,02 kg (25x0,02 kg) levél",3808203000,
2130003600001T,DIURON 600 FW  1 l  (10x1 lit),3808302300,
2130003600020T,DIURON 600 FW  20 l,3808302300,
2130003600005T,DIURON 600 FW  5 l  (4x5 lit),3808302300,
2110004210020,DIVIDEND M  20 l,3808205000,
3112110501018T,DK 440  SC  kukorica  80 esz,1005101300,
3112110501020T,DK 440  SC  kukorica  80 esz+Force 20CS,1005101300,
3113217901010,DK Exception õ.repce  (Acceleron Elite) 1.500.000 mag/zsák,1205101000,
3113217911010T,DK Exception õ.repce  (Lumiposa) 1.500.000 mag/zsák,1205101000,
3113217611012T,DK Excited õ.repce  (Acceleron elite),1205101000,
3113217921010,DK Excited õ.repce  (Acceleron Elite) 1.500.000 mag/zsák,1205101000,
3113217311012T,DK Expower õ.repce  (TMTD),1205101000,
3113217801010T,DK Expression  õ.repce (Cruiser ) 1.500.000 mag/zsák,1205101000,
3113217921007,DK Expression õ.repce  (Acceleron Elite) 1.500.000 mag/zsák,1205101000,
3113217711012T,DK Exprit  õ.repce  (TMTD),1205101000,
3113217411012T,DK Exquisite õ.repce  (TMTD),1205101000,
3113217212010T,DK Exstorm õ.repce  (TMTD),1205101000,
3113217111010T,DK Imido CL õ.repce  (TMTD),1205101000,
3113217512012T,DK Imminent CL õ.repce  (TMTD),1205101000,
3113218001010,DK Importer CL õ.repce  (Acceleron Elite),1205101000,
3113200511010T,DK Impression CL õ.repce  (Thiram),1205101000,
3113218101010,DK Sequel õ.repce  (Acceleron Elite) 1.500.000 mag/zsák,1205101000,
3112112201018T,DKC 3411 kukorica  80 esz,1005101300,
3112113400022T,DKC 3472 kukorica  80 esz,1005101300,
3112112101022T,DKC 3511 kukorica  80 esz,1005101300,
3112112600015T,DKC 3623  kukorica  50 esz,1005101300,
3112112601018T,DKC 3623  kukorica  80 esz,1005101300,
3112112501018T,DKC 3705  kukorica  80 esz,1005101300,
3112114000015T,DKC 3811 kukorica  80 esz,1005101300,
3112113601017,DKC 3972  kukorica  80 esz,1005101300,
3112113601018,DKC 4014  kukorica  80 esz,1005101300,
3112113701018T,DKC 4025  kukorica  80 esz,1005101300,
3112114500024,DKC 4098  kukorica  80 esz,1005101300,
3112114500026,DKC 4109  kukorica  80 esz,1005101300,
3112114500023,DKC 4162 kukorica  80 esz ,1005101300,
3112114500025,DKC 4316 kukorica  80 esz ,1005101300,
3112114500023T,DKC 4351 kukorica  80 esz,1005101300,
3112114500022,DKC 4351 kukorica  80 esz ,1005101300,
3112114400022,DKC 4391 kukorica  80 esz ,1005101300,
3112110100018T,DKC 4490 kukorica  80 esz,1005101300,
3112113800022T,DKC 4541  kukorica  80 esz ,1005101300,
3112110200022,DKC 4555 kukorica  80 esz,1005101300,
3112112901118,DKC 4590 kukorica  80 esz ,1005101300,
3112112902118,DKC 4590 kukorica  80 esz csávázatlan,1005101300,
3112112901018,DKC 4590 WAXY kukorica  80 esz ,1005101300,
3112112901119,DKC 4611 kukorica  80 esz ,1005101300,
3112111400022T,DKC 4631  kukorica  80 esz,1005101300,
3112114400022T,DKC 4685  kukorica  80 esz,1005101300,
3112111300022,DKC 4709 kukorica  80 esz ,1005101300,
3112114501023,DKC 4712 kukorica  80 esz,1005101300,
3112113900015,DKC 4717 kukorica  80 esz,1005101300,
3112111200020,DKC 4751  kukorica  80 esz,1005101300,
3112114100015T,DKC 4751 kukorica  50 esz,1005101300,
3112113006018,DKC 4897  kukorica  80 esz ,1005101300,
3112112000022,DKC 4943 kukorica  80 esz,1005101300,
3112113101018T,DKC 4964  kukorica  80 esz ,1005101300,
3112111100020T,DKC 4983 kukorica  80 esz,1005101300,
3112110201015T,DKC 4995 kukorica  50esz  ,1005101300,
3112110201018T,DKC 4995 kukorica  80 esz,1005101300,
3112114600022,DKC 5068 kukorica  80 esz,1005101300,
3112111600022,DKC 5092 kukorica  80 esz,1005101300,
3112112400022T,DKC 5143  kukorica  80 esz,1005101300,
3112111200022,DKC 5542  kukorica  80 esz,1005101300,
2130003700001T,DMA-6  1 l  (10x1 l) Forg.:2017.December 31.-ig,3808301100,
2130003700005,DMA-6  5 l  (4x5 l) Forg.:2017.December 31.-ig,3808301100,
3112180601015T,Dolár    kukorica 50 esz,1005101300,
5102900110010,Dolomit liszt zsákos 10/1,2518300099,
5102900110050,Dolomit liszt zsákos 50/1,2518300099,
1210010105000T,Dolomit Szuszpenzió  CaO: 27%  MgO:21%,3105909999,
5102900110900,Dolomitliszt big-bag,2518300099,
5102900110000,Dolomitliszt öml,2518300099,
2114102102005,"DOMARK 10 EC   0,05 l  (40x0,05 l)",3808200899,
2110018101002,"Domark 10 EC  0,2 l  (25x0,2 l) ",3808205000,
2110018100001,Domark 10 EC 1l (10x1 l) ,3808205000,
2110201600005,DOMARK 10 EC 5 l  (4x5 l),380830,
2130019400001T,DOMINATOR 1l  (10x1 l),380830,
2130019400640T,DOMINATOR 640 l,380830,
2130033200020,DOMINATOR EXTRA 20 l  (32x20 l),380830,
2130033200005,DOMINATOR EXTRA 5 l (4x5 l),380830,
2130019400020,DOMINATOR ZÖLD  20 l  (32x20 l),380830,
2110025120005,DON-Q  5 l (4x5 l) Forg.: 2021. szeptember 1-ig,3808203000,
2110025120015,DON-Q PLUSZ csom.  (10 l Don-Q + 5 l Fosfonin),3808203000,
2120024620001,DOXA 30 WG  1kg   (8x1 kg),3808301300,
2130701520000T,"Dream Team -S  cs. (Savvy 2x0,1 kg +Dupl. 5 l+Ecop. SC 1 l) (Forg.:2017.06.30.)",3105,
2192011100001,DROP-AIR   1 l  (12 x 1 l) cseppnehezítõ,3808104000,
2192010400001,DROPMAX   1 l  (12 x 1 l) cseppnehezítõ,3808104000,
3112165100018T,DS 0336C kukorica 80 esz.,1005101300,
3112166101018T,DS 0791C kukorica 80 esz.(Karaj),1005101300,
3112165200020T,DS 1089C kukorica 80 esz.,100510100,
2193000100000,DS LB tarka szõlõmoly csapda,3808914000,
2130003801002,"DUAL GOLD 960 EC  0,2 l  (20x0,2 l)",3808302100,
2130003800001,DUAL GOLD 960 EC  1 l  (12x1 l),3808302100,
2130003800020T,DUAL GOLD 960 EC  20 l    ,3808302100,
2130003800005,DUAL GOLD 960 EC  5 l  (4x5 l),3808302100,
2130003800000T,DUAL GOLD OXY  (3x5 l Dual Gold + 1x5 l Oxy),3808302100,
2130003800060T,DUAL GOLD OXY+MEDALLON PR.  (3x5 l Dual Gold + 1x5 l Oxy)+2*(4*5 l),3808302100,
3112142401015T,Duboxx   kukorica 50 esz,1005101300,
3112141801020T,Duboxx   kukorica 70 esz,1005101300,
1194003120200T,Dudarit  bigbag,3102900000,
2130702900022T,DUETT csom. (4x5 l Cherokee+ 2x1 l Prefektor OD),*,
3111400920025T,Dukato õszi rozs II.fok 25/1,1002000000,
3112197000015T,Duo Cs 605 kukorica 50 esz,1005101300,
2130003900005,DUPLOSAN DP  5 l  (4x5 l),3808301100,
2130000900016,DURACER  4 ha-os (Racer 10 l+Tender 6 l) ,3808302300,
2130712200036,DURACER+AMISTAR  XTRA 20 ha (5 db Duracer + 4*5 l Amistar Xtra),3808302300,
2130717000036,DURACER+MIRADOR  XTRA 20 ha (5 db Duracer + 4*5 l Mirador Xtra),3808302300,
2120009700005,DURSBAN 480 EC 5 l  (4x5 l),3808109000,
2120009700054T,"DURSBAN DUO  5 l+0,4 l ",3808109000,
2110200200001,DYNALI  1 l (12 x 1 l),3808101000,
3113211811010T,Dynastic õ.repce (TMTD) 1.500.000 csíra/zsák,1205101000,
3111500320800T,Earl tavaszi zab vetõmag csávázatlan BB-es,1004000000,
2110015822025T,"ECLAIR 49 WG 0,25kg  (20x0,25 kg)",3808208099,
2130021100011T,ECOPART-DUPLO  4 l+7 l,380830,
2192010300001,EFFECT  1 l  (12x1 l) hatásfokozó ,3808203000,
2192010300005,EFFECT  5 l  (4x5 l) hatásfokozó ,3808203000,
2110030500005,EFILOR   5 l  (4x5 l),3808208099,
2110703500030,EFILOR+WUXAL BORON 10HA (2x5 l+2x10 l),3808208099,
2120001100001T,EFORIA 065 ZC  1 l  (12x1 l),3808103000,
2110014300005T,EFUZIN 500 SC 5 l  (4x5 lit),380820,
8105030300212,Egyéb adott eloleg 12% Áfa,1,
8102050300025,Egyéb bérleti díj,71321,
8102060200025,Egyéb bérmunka költségek 25% Áfa,1411,
8102060200027,Egyéb bérmunka költségek 27% Áfa,1411,
8105030300200,Egyéb eloleg 0% ÁFA,1,
8101120100027,Egyéb építési anyag költség,69,
8102020300098,Egyéb javítás visz.nem igényelheto áfa,1,
8102020300027,"Egyéb javítási, karbantartási díj",50202,
8101030100020,Egyéb karbantartási anyagok,87,
8101060100020,Egyéb muködtetési anyag költség,271000,
8102110400000,Egyéb szolgáltatás 0 % Áfa,1,
8102110400018,Egyéb szolgáltatás 25% Áfa,55.30.11,
8102110400020,Egyéb szolgáltatás 27%,51.11.1,
8102110400098,Egyéb szolgáltatás visz.nem igényelheto áfa,1,
8102100200020,Egyéb tagdíj,9112,
3111260732700,Eifel  t.árpa II.fok  csávázott  bigbag 700 kg-os,1003001000,
2190005800005T,ELASTIQ  5 l   (4x5 l),3808909000,
2190005100022T,ELASTIQ 1-ES  (Elastiq 20 l+ Silwet Star 2 l) ,3808931500,
2130701200032T,ELASTIQ 2-ES  (Elastiq 10 l+ Sunflex 20 l+ Silwet Star 2 l) ,3808931500,
2190008200022,ELASTIQ ULTRA  1-es csom.  (Elastiq Ultra 4x5 l+ Silwet Star 2 l) ,3808931500,
2130704300055T,ELASTIQ ULTRA  2-es csomag ( Elastiq Ultra 3x5 l+Solaris 2x20 l) ,3808931500,
2190001800005,ELASTIQ ULTRA  5 l  (4x5 l),3808208099,
2115101200005,ELATUS ERA 5 l (4x5 l)  ,3808208099,
2110017220010T,ELECTIS 75 WG 10 kg,3808203000,
3112167201012T,Electrixx kukorica   50 esz,1005101300,
3113202511010T,Eleonora    õ.repce (Cruiser ) 2.000.000 mag/zsák,1205101000,
8103010500001,Élet biztosítás,660110,
3112140501015T,Elixxír kukorica   50 esz,1005101300,
3112140501020T,Elixxír kukorica   70 esz,1005101300,
2110702060017,ELÍZIUM csom. (Don-Q  3x5 l + Mospilan 20 SG  2x1 kg),3808208099,
8102110320000,Eljárási illeték ,1,
3112180701020T,Ella  kukorica  70 esz,1005101300,
2120703960035T,ELLADO FS 480  15 l + (FLUENCY FP 24002  20 kg) csávázó szer,3808109000,
ELOEK0,Eloleg,.,
2130047400005,ELUMIS   5 l (4x5 l ),3808,
2130720500135,"ELUMIS BANG csomag (Elumis 2x5 l+Banvel 3x1 l+0,5 l Fixpro)",3808,
2130705000012,"ELUMISPEAK+FixPro 12ha csomag 4x(4,5 l+0,06  kg)+3x0,5 l",3808,
2130000620005,EMBLEM  WP 1 kg  (10x1 kg) Forg.: 2021.07.14-ig,3808301300,
3113209611025T,Emerald õ.repce  csávázott zsákos 25/1,1205101000,
2110200400005T,EMERALD STAR   5 l  (4x5 l) Forg.: 2020. május 20-ig,3808205000,
2110004400005,EMINENT 125 SL  5 l  (4x5 l),3808205000,
2115100400005T,EMINENT STAR   5 l  (4x5 l) Forg.: 2020. május 20-ig,3808205000,
2110004400000,EMINENT-TEBU  (2x4 l Eminent + 2x5 l Fezan),3808205000,
2130044900005,ENCARIT  5 l (4x5 l),380830,
2120003500001T,ENDURO 258 EC  1 l  (12x1 l),3808109000,
2120003500005T,ENDURO 258 EC  5 l  (4x5 l),3808109000,
1193073100020,Energia Humin 20 l,3105909999,
2110013840001,ENERVIN 1 kg (10x1 kg),380820,
2110013840005,ENERVIN 5 kg (2x5 kg),380820,
2120011300005,ENVIDOR   20*5 ml = 1 db  Forg.: 2021. január 31.-ig,3808109000,
2120011300001,ENVIDOR  1 l  (12x1 l)  Forg.: 2021. január 31.-ig,3808109000,
2120130103015,"ENVIDOR  240 SC  0,015 l  (18x0,015 l) Forg.: 2021. január 31.-ig",3808109000,
2120021221005,"EPIK 20 SG  0,5 kg  (20x0,5 kg)",3808109000,
6122101,Építészeti cement,2523290000,
8101130100020,Építészeti szerelvények,83,
2110019511004,"EQUATION CONTACT DF   0,4 kg (10x0,4 kg)",3808302700,
2110026100001,ERASMUS   1 l  (10x1 l),3808101000,
2110026100005,ERASMUS   5 l  (4x5 l),3808101000,
2120700420010,ERCOLE  10 kg   (81x10 kg),38081010,
2130028811007,"ERGON  0,35 kg  (10x0,35 kg)",3808302700,
2130000221057,"ERGON STAR 10 ha( ERGON 2x0,35kg + GALISTOP 1x5 l)",3808302700,
2120100500001T,ERIBEA   1 l  (10x1 l) Forg.: 2020. október 31-ig,3808101000,
3114200820025T,Eride lucerna vetõmag I. fok  25/1,1209210000,
99007T,érvénytelen Yara Folicare Cink  NPK   19:11:24+ Zn   25/1,3105209000,
99006T,érvénytelen Yara Folicare Réz  NPK   19:11:24+ Cu   25/1,3105209000,
3112251301025T,ES Alíz szemescirok vetõmag ,1007001000,
3112251100009,ES Alize cirok csávázott (concept III),10071010,
3113185300015T,ES Amis napraforgó 150 esz,1206001000,
3113132400015T,ES Artimis napraforgó 150 esz,1206001000,
3113203511010T,Es Artist    õ.repce (Cruiser) 1.500.000 mag/zsák,1205101000,
3113203411010T,Es Astrid    õ.repce (Cruiser ) 2.000.000 mag/zsák,1205101000,
3112251100006,ES Athena Silócirok csávázott,10071010,
3113204111010T,ES Betty  õ.repce CRUISER   1.500.000 mag/zsák,1205101000,
3113204011010T,ES Bourbon  õ.repce CRUISER   2.000.000 mag/zsák,1205101000,
3113204411010T,Es Elvis    õ.repce (Cruiser) 1.500.000 mag/zsák,1205101000,
3113185200015T,ES Florimis napraforgó 150 esz ,1206001000,
3113185700015T,ES Genesis napraforgó 150 esz,1206001000,
3112150100022T,ES Mosquito kukorica 80 esz,1206001000,
3113202411010T,ES Neptun    õ.repce (Cruiser ) 1.500.000 mag/zsák,1205101000,
3113185402012T,ES Whisky napraforgó 150 esz,1206001000,
3111230721050T,Esterel  õ.árpa/sörárpa/  csávázott,1003001000,
3111230721000T,Esterel  õ.árpa/sörárpa/  csávázott bigbag,1003001000,
2130019600010T,ESTERON 60  10 l (2x10 l),380830,
2130019600005,ESTERON 60  5 l (4x5 l),380830,
3113225601010,Etendar CL  õ.repce (Lumiposa+Integral Pro) 1.500.000 mag/zsák,1205101000,
2190000501002,"ETHREL  0,2 l  (30x0,2 l)",3808909000,
2190000500001,ETHREL  1 l  (12x1 l),3808909000,
2190000500005,ETHREL  5 l  (4x5 l),3808909000,
3121190110000,Étkezési búza   termény (áru),10019120,
3121190110001,Étkezési búza termény ISCC,10019120,
3121190111000,Étkezési búza termény kombájntiszta,1001909100,
8102120100099,Étkezési jegy,1,
2110027420001,ETNA 45 WG 1 kg  (10x1 kg),380830,
2190002401005,"EUCAROL PLUS   0,5 l (hatásfokozó)",3808302700,
3121190120000,Euro búza   termény,1001909100,
3121190121000,Euro búza   termény ISCC,1001909100,
3111120521050T,Eurofit    õ.búza (40/1),1001909100,
2110016110025,EUROKÉN  2000  80 WG  25 kg  (1x25 kg),3808201500,
3113185600015T,Europa CS  (150 esz) napraforgó,1206001000,
3115100510025,Éva fehér mustár vetõmag I.fok nem csávázott  25 kg-os,1209210000,
1142522620025,Everris Agroblen NPK: 11:21:9+6 MgO+me  25 kg-os (50x25 kg),3105201000,
1142522210025,Everris Agroblen NPK: 11:22:9+me  25 kg-os,3105201000,
